Available Hours FU,,,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
%FU,,#DIV/0!,#DIV/0!,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Available Hours SC,,0.0,0,0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fb,,264,259,-52,-57,207,251,340,234,231,212,299,249,295,269,259,298,263,0,0,1205,933,"1,043","1,240",186,0,15.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (ex GMB),,104,202,-93,6,109,101,119,94,100,112,88,91,75,81,87,92,83,0,0,478,370,419,386,57,0,14.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic,,67,171,-98,6,73,82,71,64,51,65,78,64,57,49,66,57,49,0,0,326,252,284,251,37,0,14.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustDial,,,31,-30,1,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,4,3,2,1,0,0,93.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,4,161,-157,0,4,3,7,3,2,1,4,4,1,1,1,3,3,0,0,15,15,12,8,2,0,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
(blanks),,,,,,6,3,9,5,11,1,4,4,3,4,6,4,4,0,0,21,20,21,20,3,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calls Done,,511,689,-191,-13,498,514,572,476,481,460,532,492,509,465,493,498,428,0,0,2329,1803,2102,2177,336,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB+GS,,168,401,-227,6,174,168,171,165,169,182,150,145,137,140,147,133,116,0,0,761,589,694,628,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (GMB),,60,318,-258,0,60,53,54,66,67,70,55,51,55,47,41,32,31,0,0,262,203,262,195,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Listing,,10,43,-37,-4,6,10,8,8,12,9,7,8,3,6,10,4,5,0,0,39,30,37,25,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk In,,1,55,-53,1,2,2,0,2,1,5,3,2,4,2,1,1,4,0,0,8,6,11,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-Inbound,,43,246,-200,3,46,35,44,43,49,47,38,34,35,33,25,26,21,0,0,190,147,182,133,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248906252,,,,,,1,1,1,0,2,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071175797,,,,,,14,11,10,10,12,13,17,16,11,13,4,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046810621,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045684567,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046809944,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046802299,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Practo,,13,197,-191,-7,6,17,11,12,12,18,11,11,9,14,12,8,4,0,0,49,38,57,48,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fb,,239,70,157,-12,227,230,289,210,225,185,256,243,288,241,252,278,237,0,0,1091,845,963,1166,187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (ex GMB),,108,99,15,6,114,115,117,99,102,112,95,94,82,93,106,101,85,0,0,499,386,432,433,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic,,67,142,-71,4,71,78,69,71,51,62,91,71,56,46,67,58,54,0,0,253,251,301,246,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blog,,,,,,26,13,21,15,13,20,30,16,25,13,16,20,20,0,0,70,68,82,80,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,,,,,,25,29,23,23,19,22,27,33,13,15,23,15,12,0,0,89,89,106,76,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whatsapp,,,,,,8,13,6,10,2,3,11,6,7,8,9,7,8,0,0,30,30,29,31,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
others,,,,,,8,14,15,12,10,12,18,12,7,8,13,14,11,0,0,42,42,58,44,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pc-inbound,,,,,,4,9,4,11,7,5,5,4,4,2,6,2,3,0,0,22,22,26,15,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustDial,,1,11,-10,0,1,1,2,0,1,0,1,1,1,0,0,1,1,0,0,5,4,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,23,104,-85,,19,20,30,18,23,13,23,21,18,24,15,20,16,0,0,98,76,85,86,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calls Done-Contr.%,,,,,,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,#DIV/0!,#DIV/0!,100.0%,100.0%,100.0%,100.0%,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB+GS,,,,,,34.9%,32.7%,29.9%,34.7%,35.1%,39.6%,28.2%,29.5%,26.9%,30.1%,29.8%,26.7%,27.1%,#DIV/0!,#DIV/0!,32.7%,32.7%,33.0%,28.8%,25.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (GMB),,,,,,12.0%,10.3%,9.4%,13.9%,13.9%,15.2%,10.3%,10.4%,10.8%,10.1%,8.3%,6.4%,7.2%,#DIV/0!,#DIV/0!,11.3%,11.3%,12.5%,9.0%,6.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Listing,,,,,,1.2%,1.9%,1.4%,1.7%,2.5%,2.0%,1.3%,1.6%,0.6%,1.3%,2.0%,0.8%,1.2%,#DIV/0!,#DIV/0!,1.7%,1.7%,1.8%,1.1%,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk In,,,,,,0.4%,0.4%,0.0%,0.4%,0.2%,1.1%,0.6%,0.4%,0.8%,0.4%,0.2%,0.2%,0.9%,#DIV/0!,#DIV/0!,0.3%,0.3%,0.5%,0.4%,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-Inbound,,,,,,9.2%,6.8%,7.7%,9.0%,10.2%,10.2%,7.1%,6.9%,6.9%,7.1%,5.1%,5.2%,4.9%,#DIV/0!,#DIV/0!,8.2%,8.2%,8.7%,6.1%,4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Practo,,,,,,1.2%,3.3%,1.9%,2.5%,2.5%,3.9%,2.1%,2.2%,1.8%,3.0%,2.4%,1.6%,0.9%,#DIV/0!,#DIV/0!,2.1%,2.1%,2.7%,2.2%,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fb,,,,,,45.6%,44.7%,50.5%,44.1%,46.8%,40.2%,48.1%,49.4%,56.6%,51.8%,51.1%,55.8%,55.4%,#DIV/0!,#DIV/0!,46.9%,46.9%,45.8%,53.6%,55.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (ex GMB),,,,,,22.9%,22.4%,20.5%,20.8%,21.2%,24.3%,17.9%,19.1%,16.1%,20.0%,21.5%,20.3%,19.9%,#DIV/0!,#DIV/0!,21.4%,21.4%,20.6%,19.9%,19.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google-Brand,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google-non Brand,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic,,,,,,14.3%,15.2%,12.1%,14.9%,10.6%,13.5%,17.1%,14.4%,11.0%,9.9%,13.6%,11.6%,12.6%,#DIV/0!,#DIV/0!,10.9%,13.9%,14.3%,11.3%,14.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustDial,,,,,,0.2%,0.2%,0.3%,0.0%,0.2%,0.0%,0.2%,0.2%,0.2%,0.0%,0.0%,0.2%,0.2%,#DIV/0!,#DIV/0!,0.2%,0.2%,0.1%,0.1%,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,3.8%,3.9%,5.2%,3.8%,4.8%,2.8%,4.3%,4.3%,3.5%,5.2%,3.0%,4.0%,3.7%,#DIV/0!,#DIV/0!,4.2%,4.2%,4.0%,4.0%,3.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2D % (User Level),,80.24%,,,1.0%,81.2%,79.9%,78.9%,82.4%,79.8%,77.8%,80.6%,79.2%,82.1%,80.2%,82.7%,83.0%,81.7%,,,83.3%,83.3%,82.5%,85.0%,80.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (GMB),,85.71%,,,,89.6%,88.3%,80.6%,86.8%,87.0%,84.3%,88.7%,87.9%,85.9%,82.5%,83.7%,82.1%,77.5%,,,90.2%,90.2%,88.8%,87.8%,73.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Practo,,80.00%,,,,60.0%,81.0%,78.6%,92.3%,70.6%,81.8%,84.6%,61.1%,90.0%,63.6%,100.0%,100.0%,66.7%,,,79.2%,79.2%,79.2%,84.2%,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fb,,,,,,82.5%,76.4%,77.9%,79.5%,78.1%,70.3%,74.9%,77.9%,80.9%,79.0%,81.0%,82.0%,82.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (ex GMB),,81.85%,,,,81.4%,85.2%,80.7%,81.1%,80.3%,86.2%,86.4%,78.3%,84.5%,86.1%,85.5%,84.2%,82.5%,,,84.8%,84.8%,83.2%,87.1%,82.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic,,80.06%,,,,76.3%,77.2%,77.5%,89.9%,76.1%,78.5%,86.7%,82.6%,82.4%,74.2%,79.8%,82.9%,83.1%,,,63.4%,81.2%,85.3%,82.3%,87.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustDial,,,,,,50.0%,50.0%,66.7%,0.0%,100.0%,,100.0%,50.0%,100.0%,,,100.0%,100.0%,,,57.1%,57.1%,50.0%,100.0%,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calls Done-STI,,36,,,1,37,34,35,38,36,39,31,26,23,34,35,24,24,0,0,127,127,143,129,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB+GS,,24,401,-372,5,29,20,23,31,23,28,19,13,16,24,20,16,20,0,0,114,88,94,86,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (GMB),,14,318,-305,-1,13,10,11,20,15,15,11,7,11,12,10,10,10,0,0,61,47,54,48,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Listing,,1,43,-41,1,2,0,0,2,2,0,1,0,0,2,2,1,1,0,0,4,3,4,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk In,,0,55,-55,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-Inbound,,11,246,-237,-2,9,7,10,14,13,10,7,6,8,10,6,8,7,0,0,45,35,41,36,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248906252,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071175797,,,,,,1,2,2,4,1,0,3,1,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046810621,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045684567,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046809944,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046802299,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Practo,,2,197,-196,-1,1,4,0,1,1,5,1,2,0,3,3,1,0,0,0,6,5,10,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fb,,3,70,-68,-1,2,3,4,1,4,1,3,2,2,2,3,2,1,0,0,13,10,9,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (ex GMB),,10,99,-83,6,16,10,12,11,8,13,8,6,5,12,10,6,10,0,0,53,41,40,38,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic,,6,142,-140,-4,2,6,6,4,7,2,4,6,5,4,8,4,2,0,0,17,17,19,23,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blog,,,,,,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,,,,,,2,4,3,2,2,2,1,4,3,2,4,2,1,0,0,10,10,9,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whatsapp,,,,,,0,1,1,1,0,0,1,1,0,1,2,0,1,0,0,3,3,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
others,,,,,,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pc-inbound,,,,,,0,0,0,1,2,0,1,1,1,0,1,0,0,0,0,1,1,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustDial,,0,11,-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,1,104,-101,,3,1,1,1,1,3,4,3,0,1,1,1,1,0,0,8,6,11,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
%STI,,7.05%,,,0.4%,7.4%,6.6%,6.1%,8.0%,7.5%,8.5%,5.8%,5.3%,4.5%,7.3%,7.1%,4.8%,5.6%,,,5.5%,7.0%,6.8%,5.9%,5.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB+GS,,,,,,16.7%,11.9%,13.5%,18.8%,13.6%,15.4%,12.7%,9.0%,11.7%,17.1%,13.6%,12.0%,17.2%,,,0,0.1494057725,0.1354466859,0.1369426752,0.1627906977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,20,23,31,23,28,19,13,16,24,20,16,20,,,114,88,94,86,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCC,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (GMB),0,14,,,,13,10,11,20,15,15,11,7,11,12,10,10,10,0,0,61,47,54,48,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Listing,,,,,,,,,,,,,,,,,,,,,1.29,1,54,48,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk In,,,,,,,,,,,,,,,,,,,,,60.71,47,54,48,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-Inbound,,,,,,,,,,,,,,,,,,,,,60.71,47,54,48,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Practo,0,2,,,14.29%,1,4,0,1,1,5,1,2,0,3,3,1,0,0,0,6,5,10,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fb,0,3,,,,2,3,4,1,4,1,3,2,2,2,3,2,1,0,0,13,10,9,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google (ex GMB),0,10,,,,16,10,12,11,8,13,8,6,5,12,10,6,10,0,0,53,41,40,38,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic,0,6,,,,2,6,6,4,7,2,4,6,5,4,8,4,2,0,0,22,17,19,23,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JustDial,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,1,,,,3,1,1,1,1,3,4,3,0,1,1,1,1,0,0,8,6,11,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calls Done (non STI),,475.0,,,-14.0,461,480,537,438,445,421,501,466,486,431,458,474,404,0,0,2165,1676,1959,2048,319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slot Booked,,969.0,,,-14.0,955,1005,1106,913,852,941,1000,975,1053,1018,987,1013,808,0,0,4490,3476,3982,4523,645,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReScheduled,,249,,,12,261,250,294,252,201,305,224,276,327,361,283,296,207,0,0,"1,187",919,"1,049","1,408",161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReScheduled%,,,,,,27.3%,24.9%,26.6%,27.6%,23.6%,32.4%,22.4%,28.3%,31.1%,35.5%,28.7%,29.2%,25.6%,,,26.4%,26.4%,26.3%,31.1%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Bookings,5684,719.8,,,-25.8,694,755,812,661,651,636,776,699,726,657,704,717,601,0,0,3303,2557,2933,3115,484,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,,,,,,498,514,572,476,481,460,532,492,509,465,493,498,428,0,0,2329,1803,2102,2177,336,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed/Gross,,,,,,71.8%,68.1%,70.4%,72.0%,73.9%,72.3%,68.6%,70.4%,70.1%,70.8%,70.0%,69.5%,71.2%,,,70.5%,70.5%,71.7%,69.9%,69.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Show,,,,,,196,241,240,185,170,176,244,207,217,192,211,219,173,0,0,974,754,831,938,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NS/Gross%,,29.0%,,,-0.8%,28.2%,31.9%,29.6%,28.0%,26.1%,27.7%,31.4%,29.6%,29.9%,29.2%,30.0%,30.5%,28.8%,,,29.5%,29.5%,28.3%,30.1%,30.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC-Inbound,,48,,,,50,40,54,49,56,55,41,38,40,37,31,30,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046807870,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7314850099,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8035039204,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047491172,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071176869,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071176846,,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7949107957,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045684041,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source Wise Status(WoW) -Calls Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12 Jan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparison Week,,6 Jan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Previous Week - 1,,Google(GMB),,,Fb,"Google 
(ex GMB)",Organic ,Practo,Others,Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronic City,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSR Layout,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiranagar,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayanagar,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koramangala,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahakara Nagar,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitefield,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellandur,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR Puram,Bangalore,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameerpet,Hyderabad,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kondapur,Hyderabad,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kukatpally,Hyderabad,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andheri East,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghatkopar,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyan West,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malad,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thane,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vashi,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chembur,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dadar ,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borivali,Mumbai,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
